source_group,repo_id,private,domain_type,total_size_mb,data_size_mb,video_size_mb,total_episodes,total_frames,total_tasks,total_hours,avg_seconds_per_episode,fps,observation_fps,action_fps,robot_type,embodiment_type,embodiment_confidence,embodiment_reason,action_dim,action_shape,state_dim,state_shape,visual_stream_count,visual_stream_keys,visual_dimensions,visual_dtypes,text_annotation_extent,task_text_present,task_text_count,task_text_examples,temporal_dense_present,temporal_sparse_present,language_feature_keys,readme_url,dataset_url,generation_error
official_lerobot,lerobot/behavior1k-task0023,False,unknown,600.0,100.0,500.0,200,4845500,1,44.866,807.58,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Put all six books from the bookcases in the living room into the box on the living room floor.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0023/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0023,
official_lerobot,lerobot/behavior1k-task0024,False,unknown,600.0,100.0,500.0,200,3973824,1,36.795,662.3,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Put away all the food on the kitchen countertop by storing it inside the kitchen cabinets: move the two boxes of oatmeal, two bags of chips, two bottles of olive oil, and two jars of sugar from the countertop into the kitchen cabinets (each item can go into either cabinet).",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0024/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0024,
official_lerobot,lerobot/behavior1k-task0025,False,unknown,600.0,100.0,500.0,200,2613632,1,24.2,435.61,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Pack the half chicken and the half apple pie from the plates on the breakfast table into the two tupperware containers from the countertop, then put both tupperware containers inside the refrigerator in the kitchen and make sure the refrigerator is closed at the end.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0025/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0025,
official_lerobot,lerobot/behavior1k-task0026,False,unknown,600.0,100.0,500.0,200,5212011,1,48.259,868.67,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"Place one candle, one butter cookie, one piece of Swiss cheese, and one bow from the table into each of the four wicker baskets on the floor in the living room.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0026/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0026,
official_lerobot,lerobot/behavior1k-task0027,False,unknown,600.0,100.0,500.0,200,3161551,1,29.274,526.93,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"From the two baskets on the bedroom floor, take out the items and organize them in the bathroom: place both detergent bottles under the bathroom sink next to each other; put the box of sanitary napkins on the bathroom shelf; set the soap dispenser on the sink; make sure the cup remains on the sink; put both the toothpaste tube and the toothbrush inside the cup.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0027/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0027,
official_lerobot,lerobot/behavior1k-task0028,False,unknown,600.0,100.0,500.0,200,3134202,1,29.02,522.37,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the bedroom, organize the workspace by keeping the computer under the desk, ensuring the monitor is on the desk, placing the keyboard on the desk next to the monitor, placing the mouse on the desk next to the keyboard, moving the folder from the swivel chair onto the desk next to the mouse, stacking the notebook on top of the folder with the pen on top of the notebook, and positioning the swivel chair next to the desk.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0028/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0028,
official_lerobot,lerobot/behavior1k-task0029,False,unknown,600.0,100.0,500.0,200,4285704,1,39.682,714.28,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the child's room, clean up the desk: put both folders and both paperback books into the bookcase; put the pencil and both pens into the pencil case and leave the case on the desk; take the stapler out of the bookcase and place it on the desk; move the laptop from the bed onto the desk and close it.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0029/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0029,
official_lerobot,lerobot/behavior1k-task0030,False,unknown,600.0,100.0,500.0,200,1823626,1,16.885,303.94,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the living room, place the newspaper from the table into the wood fireplace, then put both pieces of firewood from the floor on top of the newspaper. Use the cigar lighter to ignite any one of the items so that the whole pile catches fire, and then turn the lighter off.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0030/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0030,
official_lerobot,lerobot/behavior1k-task0031,False,unknown,600.0,100.0,500.0,200,1647072,1,15.251,274.51,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Wash the two dusty boxing gloves from the countertop in the utility room in the washer until they are no longer covered with dust.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0031/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0031,
official_lerobot,lerobot/behavior1k-task0032,False,unknown,600.0,100.0,500.0,200,1669882,1,15.462,278.31,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Wash the two baseball caps on the countertop in the utility room using the washer until they are no longer dirty.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0032/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0032,
official_lerobot,lerobot/behavior1k-task0033,False,unknown,600.0,100.0,500.0,200,2244560,1,20.783,374.09,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the utility room, take the two teddy toys, the tennis ball, and the softball out of the cabinet and wash them in the washer so that both teddies are free of dirt and dust, the tennis ball has no debris, and the softball has no dirt.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0033/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0033,
official_lerobot,lerobot/behavior1k-task0034,False,unknown,600.0,100.0,500.0,200,478034,1,4.426,79.67,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Pick up the poster from the kitchen countertop and hang it on one of the wall nails in the kitchen.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0034/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0034,
official_lerobot,lerobot/behavior1k-task0035,False,unknown,600.0,100.0,500.0,200,782315,1,7.244,130.39,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Attach the digital camera to the camera tripod in the bedroom.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0035/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0035,
official_lerobot,lerobot/behavior1k-task0036,False,unknown,600.0,100.0,500.0,200,2414162,1,22.353,402.36,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Pick up the broom in the garden and sweep the mud off the patio floor until the floor is no longer covered in mud.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0036/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0036,
official_lerobot,lerobot/behavior1k-task0037,False,unknown,600.0,100.0,500.0,200,1058409,1,9.8,176.4,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the bedroom, pick up the scrub brush from the desk and scrub the cornet (trumpet) on the desk until it's no longer covered in dust.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0037/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0037,
official_lerobot,lerobot/behavior1k-task0038,False,unknown,600.0,100.0,500.0,200,1295895,1,11.999,215.98,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Pick up the pesticide atomizer in the garden and spray insectifuge to fully cover both potted plants in the garden.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0038/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0038,
official_lerobot,lerobot/behavior1k-task0039,False,unknown,600.0,100.0,500.0,200,1669174,1,15.455,278.2,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the garden, pick up the pesticide atomizer on the floor and spray pesticide onto both trees until each tree trunk is fully covered.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0039/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0039,
official_lerobot,lerobot/behavior1k-task0040,False,unknown,600.0,100.0,500.0,200,647555,1,5.996,107.93,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the kitchen, take the popcorn bag from the countertop, put it into the microwave, and heat it until the popcorn is cooked so the cooked popcorn ends up inside the bag.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0040/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0040,
official_lerobot,lerobot/behavior1k-task0041,False,unknown,600.0,100.0,500.0,200,2823597,1,26.144,470.6,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"From the kitchen refrigerator, take the cabbage and the chili, dice them on the chopping board with the knife, cook the diced cabbage and diced chili in the frying pan on the stove, and leave the cooked, diced cabbage and cooked, diced chili in the frying pan.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0041/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0041,
official_lerobot,lerobot/behavior1k-task0042,False,unknown,600.0,100.0,500.0,200,1279960,1,11.851,213.33,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"In the kitchen, take the Vidalia onion out of the sink, dice it on the chopping board with the paring knife, put the diced onion into the bowl on the countertop, then place both the paring knife and the chopping board into the sink.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0042/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0042,
official_lerobot,lerobot/behavior1k-task0043,False,unknown,600.0,100.0,500.0,200,2968988,1,27.491,494.83,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,"From the refrigerator in the kitchen, take out the two bell peppers, the two beets, and the zucchini. Then, on either chopping board on the countertop, use the parer to dice all of them so that only diced bell pepper, diced beet, and diced zucchini remain. Make sure the refrigerator is closed when you finish.",False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0043/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0043,
official_lerobot,lerobot/behavior1k-task0044,False,unknown,600.0,100.0,500.0,200,2150397,1,19.911,358.4,30.0,30.0,30.0,R1Pro,unknown,low,no strong embodiment signal found,23,23,256,256,9,observation.images.rgb.left_wrist | observation.images.rgb.right_wrist | observation.images.rgb.head | observation.images.depth.left_wrist | observation.images.depth.right_wrist | observation.images.depth.head | observation.images.seg_instance_id.left_wrist | observation.images.seg_instance_id.right_wrist | observation.images.seg_instance_id.head,observation.images.rgb.left_wrist:480x480x3 | observation.images.rgb.right_wrist:480x480x3 | observation.images.rgb.head:720x720x3 | observation.images.depth.left_wrist:480x480x3 | observation.images.depth.right_wrist:480x480x3 | observation.images.depth.head:720x720x3 | observation.images.seg_instance_id.left_wrist:480x480x3 | observation.images.seg_instance_id.right_wrist:480x480x3 | observation.images.seg_instance_id.head:720x720x3,video | video | video | video | video | video | video | video | video,single_task_instruction+language_fields,True,1,Chop the four logs on the driveway in the garden into eight half logs using the axe and the chopping block.,False,False,observation.task_info,https://huggingface.co/datasets/lerobot/behavior1k-task0044/blob/main/README.md,https://huggingface.co/datasets/lerobot/behavior1k-task0044,
